,income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,credit_use_ic,gluten_ic,lactose_ic,insurance_ic,spa_ic,empl_ic,cab_requests,married_cd,bar_no,sport_ic,neighbor_income,age,marketing_permit,urban_ic,dining_ic,presidential,prev_stay,prev_all_in_stay,divorce,fam_adult_size,children_no,tenure_mts,company_ic,claims_no,claims_am,nights_booked,shop_am,shop_use,retired,gold_status,score_pos,score_neg,missing_score_pos,missing_score_neg,gender_M,gender_V,client_segment_0.0,client_segment_1.0,client_segment_2.0,client_segment_3.0,client_segment_4.0,client_segment_5.0,sect_empl_0.0,sect_empl_1.0,sect_empl_2.0,sect_empl_4.0,sect_empl_6.0,sect_empl_3.0,outcome_profit,outcome_damage_inc,outcome_damage_amount,profit_after_damage_reduction
167,-0.9164137535713724,-1.142158201533439,-0.6873249624447525,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.6261654403672359,1.0,0.1904721284239469,0.0,1.0,0.564196018923703,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,-1.0616308734784992,0.0,-0.35249814411961783,-0.19291022174170488,-0.9481909083451984,-0.4098750849311718,0.0,0.0,0.0,-1.177101369340813,-0.2051963444186587,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7.486761287090129,1,6.33656477480555,1.1501965122845794
394,-0.6910539079001325,-0.700700926427501,-0.5724238082606867,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.3379108243126916,1.0,0.7331941189565587,0.0,0.0,0.6874950576954526,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,0.8710824890538275,0.0,-0.35249814411961783,-0.19291022174170488,-0.04300006450375216,-0.4098750849311718,0.0,1.0,0.0,1.2716715998409944,-0.055567404158793764,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.298015106074989,1,6.368565886664559,0.9294492194104302
294,1.5332196837508776,0.8571999703972649,0.7163455415175398,1.8614828190474744,1.2163751163610201,0.8986557734407588,4.8040015999736125,1.0,1.0,1.0,1.0,0.0,0.947524195260545,1.0,-0.05356839748444563,1.0,0.0,-0.23724773309266944,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.286691197821805,2.7501472102522557,1.0808836106445077,0.0,2.9142936601685645,-0.19291022174170488,1.451432195428268,2.554680961068585,1.0,0.0,0.0,-0.5649562136055661,0.5275782043513221,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.581080173362683,1,6.723983398283309,0.8570967750793743
138,0.22349167605196327,1.3442268664082029,0.9661094306212552,-0.4090329055057807,2.88503577997682,1.1406677265818028,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,0.947524195260545,1.0,1.118261499304184,1.0,0.0,-0.6071448494079182,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.286691197821805,1.1253559288039623,-0.05077092399613086,0.0,-0.35249814411961783,-0.19291022174170488,1.860435267385167,-0.4098750849311718,0.0,0.0,0.0,-0.9386294480637803,1.5451811230120418,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.193024723647264,1,6.80581269455356,0.3872120290937042
300,-0.9164137535713724,0.9908658127243926,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.947524195260545,1.0,0.7331941189565587,0.0,0.0,0.6874950576954526,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.1971866421077315,-0.4994353526443309,0.5659172212855654,0.0,-0.35249814411961783,-0.19291022174170488,1.1690246164028597,-0.4098750849311718,0.0,1.0,0.0,0.6153334107480244,-0.9394170265074544,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.071060748074915,1,6.30023295556529,0.7708277925096247
441,0.8615023203314139,0.22411334004005493,0.20360069817267626,-0.4090329055057807,-0.4522855472547795,0.8986557734407588,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,1.9116004599404728,0.0,1.2254000342052265,0.0,0.0,0.9340931352389518,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.04475227785703656,-0.4994353526443309,0.40697697765626223,0.0,-0.35249814411961783,-0.19291022174170488,1.105518514721822,-0.4098750849311718,0.0,1.0,0.0,1.0388718141599904,1.7828222274505094,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,6.925339828827129,1,6.540952404568567,0.38438742425856187
351,1.3946622304783574,1.1500609669068798,0.3931636131444709,-0.4090329055057807,-0.4522855472547795,1.1838594825513766,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,-0.3379108243126916,1.0,2.0460508701844207,0.0,0.0,-0.6071448494079182,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.286691197821805,2.7501472102522557,1.157174927586573,0.0,-0.35249814411961783,-0.19291022174170488,1.4763420415837218,-0.4098750849311718,0.0,0.0,0.0,-0.033923660938720936,-1.8532766075413312,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,7.302349849316242,1,6.670077386675267,0.6322724626409748
473,2.4261973069552227,1.6363765043273528,1.097399668228524,2.143578634108188,2.192479031004742,1.1838594825513766,4.8040015999736125,1.0,1.0,1.0,1.0,0.0,0.947524195260545,0.0,1.0017952811895592,0.0,0.0,-0.3605467718644191,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.286691197821805,1.1253559288039623,-0.057128533741302986,0.0,-0.35249814411961783,-0.19291022174170488,0.4592064782753845,2.6149945590703467,1.0,0.0,0.0,-0.14702531420092058,0.5973745320412235,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,7.483653192711961,1,6.832880744251344,0.650772448460617
242,-0.5245408772032828,0.17719865225341275,-0.6376277896592096,-0.4090329055057807,-0.4522855472547795,0.4744221194645875,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,0.3048066854739267,1.0,0.8742209733957916,0.0,0.0,-1.5318876401960404,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,-0.6801742887681713,0.0,-0.35249814411961783,-0.19291022174170488,-0.9481909083451984,-0.4098750849311718,0.0,0.0,0.0,1.090223638754168,-0.6013370648470837,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.591555031347343,1,6.398140540773647,1.193414490573696
377,0.1797998647254982,0.5881785701132737,-0.10278158624268986,-0.4090329055057807,-0.4522855472547795,0.8986557734407588,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,1.5902417050471631,1.0,1.503328879651809,0.0,0.0,-1.100341004494917,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.04475227785703656,-0.4994353526443309,-0.2478568260964668,0.0,-0.35249814411961783,-0.19291022174170488,0.2069198681047086,1.9286933616003408,1.0,0.0,0.0,1.436398546363237,0.8661143765415451,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.084043815151969,1,6.465563209146235,0.6184806060057344
297,0.3838905967061388,0.7527888746940722,-0.5462844767773278,-0.4090329055057807,-0.4522855472547795,0.9236121136219244,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,-0.3379108243126916,0.0,0.7331941189565587,0.0,0.0,-0.4221962912502937,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.286691197821805,-0.4994353526443309,-0.15249267991888488,0.0,-0.35249814411961783,-0.19291022174170488,-0.6367992759371798,-0.4098750849311718,0.0,0.0,0.0,-0.07391104837485593,-0.3155845563655999,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.535130045545657,1,6.473118207850795,1.062011837694862
1,1.3259283478890744,-0.4089135391000213,0.4378767255682063,-0.4090329055057807,-0.4522855472547795,1.1406677265818028,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,0.3048066854739267,1.0,0.1904721284239469,0.0,0.0,-0.17559821370679465,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,-0.5530220938647288,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,0.8907996529703431,-0.6013370648470837,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7.816487279113607,1,6.52592085191814,1.2905664271954675
2,0.3573108041581937,0.2649955664942225,0.7288318827070206,2.223166690947096,3.4222245284281354,1.1309971279558837,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,1.268882950153854,1.0,1.118261499304184,1.0,0.0,-0.4221962912502937,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.286691197821805,1.1253559288039623,-0.20335355788026188,0.0,-0.35249814411961783,-0.19291022174170488,2.139787700616541,-0.4098750849311718,0.0,0.0,0.0,-0.6281751128629666,0.14657186464616634,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.436875590790327,1,6.892191984576013,0.5446836062143134
390,0.9117043026697464,-0.048625199771797765,1.6849354388888746,2.3455930214377,2.192479031004742,1.0993642095803275,-0.20815979745000354,0.0,1.0,0.0,0.0,0.0,1.5902417050471631,1.0,1.4169429639284028,1.0,0.0,-0.3605467718644191,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.286691197821805,2.0757978999498885,1.703929365671376,0.0,-0.35249814411961783,-0.19291022174170488,1.5970584101818155,-0.4098750849311718,0.0,0.0,1.0,0.6953681359542192,-0.4579627185155378,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.6411966198072925,1,6.852947380636849,0.7882492391704439
198,-0.8632839574959222,0.9968945530492196,-0.6600121890080377,-0.4090329055057807,-0.4522855472547795,0.4744221194645875,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,0.947524195260545,1.0,0.7331941189565587,0.0,0.0,-1.6551866789677898,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,-0.12070463119302426,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,0.3987979004995352,0.08039948789340218,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.462774548355592,1,6.409225498086017,1.0535490502695746
255,-0.2811600277512193,0.9908658127243926,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,-0.01655206941938245,1.0,0.8742209733957916,0.0,0.0,-1.4702381208101656,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,-1.6528885797795068,0.0,-0.35249814411961783,-0.19291022174170488,-0.9481909083451984,-0.4098750849311718,0.0,0.0,0.0,0.7073529431337012,0.25992710264000746,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,7.440354819498116,1,6.4166958038324164,1.0236590156656993
168,2.30085033788372,1.3346340551910725,1.6191638756616986,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,1.0,1.5902417050471631,1.0,0.7331941189565587,1.0,0.0,0.6258455383095778,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.04475227785703656,-0.4994353526443309,0.7248574649148686,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,2.299835308912705,1.0,0.0,0.0,-2.155635316979464,1.2691695357551502,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,8.134921480259871,1,6.522000970617226,1.6129205096426453
471,-0.8697314361288263,-1.142158201533439,-0.6845710498201036,-0.4090329055057807,-0.4522855472547795,0.9236121136219244,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,0.947524195260545,1.0,0.7331941189565587,0.0,0.0,0.6258455383095778,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,-0.4994353526443309,1.3415456101965648,0.0,-0.35249814411961783,-0.19291022174170488,0.8201628082328324,-0.4098750849311718,0.0,0.0,0.0,0.5347985820534922,0.12849477078753976,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.037415056437433,1,6.500481452884443,0.5369336035529901
54,-0.9095721010723958,-1.142158201533439,-0.6790784442492609,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,-0.01655206941938245,1.0,-0.05356839748444563,0.0,0.0,-1.5318876401960404,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,-0.12070463119302426,0.0,-0.35249814411961783,-0.19291022174170488,-0.9481909083451984,-0.4098750849311718,0.0,0.0,0.0,0.3987979004995352,0.08039948789340218,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.631366461507209,1,6.3761940149952006,1.2551724465120087
216,-0.9164137535713724,0.9908658127243926,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,-0.01655206941938245,1.0,0.7331941189565587,0.0,0.0,1.2423407321683255,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,0.08591768552506986,0.0,1.7086180039291816,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,1.0,0.0,0.05334453192182224,-1.037918313359188,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,7.484098190203468,1,6.3069432835915675,1.1771549066119
3,0.944322013179962,0.9833165657283964,-0.2882812255473918,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,-0.6592695792060008,1.0,0.1904721284239469,0.0,0.0,1.3039902515542006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,0.7248574649148686,0.0,-0.35249814411961783,-0.19291022174170488,-0.9481909083451984,-0.4098750849311718,0.0,0.0,0.0,-0.3356174258876525,-0.7008847012370769,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.740987612147906,1,6.440349451076144,1.3006381610717623
380,-0.0016009466142159585,0.4970310998795891,-0.3267341784216856,-0.4090329055057807,-0.4522855472547795,0.9236121136219244,-0.20815979745000354,0.0,0.0,1.0,1.0,1.0,0.947524195260545,1.0,1.503328879651809,0.0,0.0,-0.977041965723167,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.04475227785703656,-0.4994353526443309,-1.4494450679339983,0.0,-0.35249814411961783,-0.19291022174170488,0.8391263954544571,-0.4098750849311718,0.0,0.0,0.0,-1.2709137411309308,-0.9394170265074544,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,6.814042107421027,1,6.49574250790666,0.3182995995143676
0,1.5997601530703227,1.5236145565661832,1.8057781619676327,-0.4090329055057807,-0.4522855472547795,1.0349457809117233,-0.20815979745000354,0.0,1.0,0.0,0.0,0.0,1.5902417050471631,1.0,0.3968054531042224,1.0,0.0,-0.17559821370679465,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.286691197821805,2.0757978999498885,1.9963794139492936,0.0,-0.35249814411961783,-0.19291022174170488,1.0362837108014338,2.7461354188358933,1.0,0.0,1.0,-0.0932014975856279,0.19447951405622035,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,7.268211554964676,1,6.615408658808558,0.6528028961561176
381,1.5872059704138914,1.2707316540150542,0.23213172623339146,-0.4090329055057807,-0.4522855472547795,0.8707576538616291,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,0.6261654403672359,1.0,1.0017952811895592,0.0,0.0,0.5025464995378282,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.04475227785703656,-0.4994353526443309,0.5659172212855654,0.0,-0.35249814411961783,-0.19291022174170488,1.1567365740748754,2.6010198999686174,1.0,0.0,1.0,-0.4165698575043889,0.07063733286349673,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,7.413530503488665,1,6.6162012105758174,0.7973292929128473
211,0.2633522202250556,-1.142158201533439,-0.1468772671542056,-0.4090329055057807,-0.4522855472547795,0.8707576538616291,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,0.3048066854739267,1.0,0.8742209733957916,1.0,0.0,-0.6687943687937931,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.286691197821805,-0.4994353526443309,-0.4830883866678354,1.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,2.6670625099379683,1.0,0.0,0.0,0.3608900915922947,-1.199307707004891,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7.401874675850103,1,6.506173807524744,0.8957008683253589
132,1.044922019780253,1.0811977782565978,-0.3441481092599227,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.3048066854739267,1.0,0.8742209733957916,0.0,0.0,0.6258455383095778,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,-0.4994353526443309,-0.864544971378163,0.0,-0.35249814411961783,-0.19291022174170488,-1.4805184199790682,-0.4098750849311718,0.0,0.0,0.0,2.0764552743661824,1.5737953159472269,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,8.079393107502742,1,6.205883987304847,1.8735091201978955
355,-0.8505460470555259,0.9912582269586218,-0.6864064260265839,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,-0.01655206941938245,1.0,0.7331941189565587,0.0,0.0,-0.17559821370679465,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.286691197821805,2.7501472102522557,-0.3050753138030159,0.0,3.7697341519779815,-0.19291022174170488,1.4429460730488703,-0.4098750849311718,0.0,0.0,0.0,-0.2731913013201479,-0.6013370648470837,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.369038789480211,1,6.398166720726475,0.970872068753736
40,-0.2571008858760284,-0.15783393609099675,0.6243597159300763,-0.4090329055057807,-0.4522855472547795,0.9667991324851511,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,1.268882950153854,1.0,0.1904721284239469,0.0,0.0,0.5025464995378282,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.286691197821805,1.1253559288039623,0.4006193679110901,0.0,1.7086180039291816,-0.19291022174170488,1.3330465911720055,-0.4098750849311718,0.0,0.0,0.0,0.2775581392253447,0.7338498546226404,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7.099484889852606,1,6.570467913105795,0.5290169767468109
424,2.7085757836898714,-1.142158201533439,3.8215569198612767,2.5249485999020447,1.2163751163610201,1.1838594825513766,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,1.9116004599404728,1.0,0.3968054531042224,1.0,0.0,0.37924746076607857,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.04475227785703656,1.1253559288039623,-0.0380557045057866,0.0,-0.35249814411961783,-0.19291022174170488,0.9915339899092542,2.6613002783443243,1.0,0.0,1.0,-0.8285534401781403,-0.6013370648470837,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,7.842932392082567,1,6.8343937068363365,1.0085386852462301
248,0.3192255023575715,1.3321563995213268,0.9096076813152872,2.467038712956195,1.2163751163610201,0.8707576538616291,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,-0.3379108243126916,1.0,0.7331941189565587,1.0,0.0,-0.977041965723167,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,0.794791172111762,0.0,-0.35249814411961783,-0.19291022174170488,0.8933597168715238,1.8294607427643368,1.0,0.0,0.0,-0.10644832672766404,-0.7008847012370769,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.511281992960073,1,6.697267635154137,0.8140143578059353
129,-0.20552630049940995,1.0126790851426826,-0.5860966132567954,-0.4090329055057807,-0.4522855472547795,1.0349457809117233,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,0.3048066854739267,1.0,0.8742209733957916,0.0,0.0,0.9957426546248266,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077315,-0.4994353526443309,1.8437967800651631,0.0,-0.35249814411961783,-0.19291022174170488,1.1690246164028597,-0.4098750849311718,0.0,1.0,0.0,0.8619631597661147,-0.4579627185155378,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,7.320977823259518,1,6.4670732988170325,0.8539045244424859
