,income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,credit_use_ic,gluten_ic,lactose_ic,insurance_ic,spa_ic,empl_ic,cab_requests,married_cd,bar_no,sport_ic,neighbor_income,age,marketing_permit,urban_ic,dining_ic,presidential,prev_stay,prev_all_in_stay,divorce,fam_adult_size,children_no,tenure_mts,company_ic,claims_no,claims_am,nights_booked,shop_am,shop_use,retired,gold_status,outcome_profit,outcome_damage_inc,outcome_damage_amount,score_pos,score_neg,missing_score_pos,missing_score_neg,gender_M,gender_V,client_segment_0.0,client_segment_1.0,client_segment_2.0,client_segment_3.0,client_segment_4.0,client_segment_5.0,sect_empl_0.0,sect_empl_1.0,sect_empl_2.0,sect_empl_3.0,sect_empl_4.0,sect_empl_6.0
1255,-0.40497617704737743,-1.142158201533439,-0.24054799939350432,-0.4090329055057807,-0.4522855472547795,1.0033142724364008,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.3379108243126916,1.0,0.575539508771572,1.0,0.0,0.872443615853077,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.04475227785703656,-0.4994353526443309,-0.5720949231002452,0.0,-0.35249814411961783,-0.19291022174170488,1.3231369535358053,-0.4098750849311718,0.0,1.0,0.0,7.101692445948321,0,0.0,0.7991883239157824,0.10482227850462657,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
4091,-0.22945842574819122,0.3113315995881339,-0.5895345047266493,-0.4090329055057807,-0.4522855472547795,0.8986557734407588,-0.20815979745000354,0.0,0.0,0.0,0.0,1.0,-1.301987088992619,0.0,-0.35224986210866466,0.0,0.0,0.4408969801519534,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,0.07638127090731167,0.0,-0.35249814411961783,-0.19291022174170488,0.7602894154850084,-0.4098750849311718,0.0,0.0,0.0,7.054380571117818,0,0.0,2.0638574684084614,0.4348031144676636,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2831,0.9249148051418685,0.22844597981053755,1.6933285075780373,2.4437479877051995,3.861139694620541,1.1406677265818028,-0.20815979745000354,0.0,1.0,1.0,1.0,0.0,0.6261654403672359,1.0,1.9295846520697961,1.0,0.0,0.13264938322257935,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.286691197821805,2.075797899949888,0.5659172212855654,0.0,-0.35249814411961783,-0.19291022174170488,0.06689941737311185,2.5621678906061733,1.0,0.0,1.0,8.007000700512663,0,0.0,0.2833496915371738,-2.051007131977706,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2999,0.20400803798354006,0.6611782129448616,-0.29815563653031724,-0.4090329055057807,-0.4522855472547795,1.1838594825513766,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-1.301987088992619,1.0,1.2254000342052265,0.0,0.0,0.6874950576954526,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.286691197821805,-0.4994353526443309,1.1698901470769174,0.0,-0.35249814411961783,-0.19291022174170488,1.3620306445546162,-0.4098750849311718,0.0,0.0,0.0,7.9336212321509985,0,0.0,-1.6744086291210372,1.2510208588838136,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1707,-0.9164137535713724,-1.142158201533439,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,0.947524195260545,1.0,-0.35224986210866466,0.0,0.0,1.180691212782451,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077317,-0.4994353526443309,-1.570239653092269,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,1.0,0.0,7.513092582017556,1,6.856146145248907,0.6958414752371475,0.22295573257113838,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
535,1.0582941379073685,0.36605630184243204,0.5222454093467676,-0.4090329055057807,-0.4522855472547795,0.8391303743319072,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,-0.3379108243126916,1.0,0.1904721284239469,0.0,0.0,0.9340931352389518,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.1971866421077317,-0.4994353526443309,0.7820759526214177,0.0,-0.35249814411961783,-0.19291022174170488,0.2069198681047086,3.0835254872488127,1.0,1.0,0.0,7.867672389413177,1,5.600937311364024,0.2481943620501387,0.7967371222251389,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3923,-0.9129854582451995,-1.142158201533439,-0.685488455383885,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,-0.6592695792060008,1.0,-2.2078286038691384,0.0,0.0,1.9204854454129487,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077317,-0.4994353526443309,0.4006193679110901,0.0,-0.35249814411961783,-0.19291022174170488,-1.1691267875710494,-0.4098750849311718,0.0,1.0,0.0,7.710303800059408,0,0.0,1.1203128845515815,1.1682424610461954,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2867,-0.17827610139697872,0.45344909913715475,-0.612950047718908,-0.4090329055057807,-0.4522855472547795,0.4744221194645875,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,-1.301987088992619,1.0,-2.2078286038691384,0.0,0.0,-1.5935371595819152,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077317,-0.4994353526443309,-1.1442798001657366,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,7.205100512344874,0,0.0,1.0929338500718626,-0.14029803670872065,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2598,-0.6173289215526064,-0.009978549579593847,0.66087159466256,-0.4090329055057807,-0.4522855472547795,0.8986557734407588,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,0.3048066854739267,1.0,-1.2800392329889014,0.0,0.0,-0.5454953300220434,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,-0.7882536544360975,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,7.612855733659541,0,0.0,0.6341347369654868,0.30352782436326764,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3455,-0.4194164796089582,0.2649955664942225,-0.6385167400531794,-0.4090329055057807,-0.4522855472547795,1.0033142724364008,-0.20815979745000354,0.0,0.0,1.0,1.0,1.0,-0.9806283340993099,1.0,0.39680545310422244,0.0,0.0,-0.7920934075655427,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.286691197821805,-0.4994353526443309,-0.12070463119302424,0.0,-0.35249814411961783,-0.19291022174170488,1.9492376587637108,-0.4098750849311718,0.0,0.0,0.0,7.476313818197086,1,7.475605640987225,0.6459189350538461,1.4071348635285827,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3199,-0.9164137535713724,-1.142158201533439,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.3048066854739267,1.0,0.8742209733957916,0.0,0.0,1.180691212782451,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077317,-0.4994353526443309,-0.060307338613889046,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,7.912119157302515,1,6.921253763133479,-0.40726384795317033,-0.8672267290840274,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2213,-0.7093028184019657,1.4622364766550977,1.51849076411597,2.519000770826695,1.2163751163610201,0.870757653861629,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,-0.9806283340993099,1.0,-0.7373172424562897,1.0,0.0,0.00935034445082976,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,-0.5085188256485239,0.0,-0.35249814411961783,-0.19291022174170488,1.6378460263556918,-0.4098750849311718,0.0,0.0,0.0,7.4457154095353895,0,0.0,1.7135580100372079,-0.32300450452939206,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2010,-0.6339212199684707,-0.7923115881767115,-0.21289238031098176,-0.4090329055057807,-0.4522855472547795,1.110384525363092,-0.20815979745000354,0.0,1.0,0.0,1.0,0.0,-0.9806283340993099,1.0,-0.35224986210866466,0.0,0.0,0.9957426546248266,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.04475227785703656,-0.4994353526443309,0.5659172212855654,0.0,2.9142936601685645,-0.19291022174170488,0.7602894154850084,-0.4098750849311718,0.0,1.0,1.0,7.615928993558705,0,0.0,-1.1107049249192824,-1.6535612831338506,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3535,0.9632600240727623,1.0361735552340583,-0.31882029151537866,-0.4090329055057807,-0.4522855472547795,0.870757653861629,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,-0.9806283340993099,1.0,0.575539508771572,0.0,0.0,1.119041693396576,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077317,-0.4994353526443309,0.6294933187372866,0.0,-0.35249814411961783,-0.19291022174170488,1.0506390121465974,-0.4098750849311718,0.0,1.0,0.0,6.929643964239775,1,6.256536680448587,-1.9306390239558224,0.9347618976154198,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
4552,-0.9164137535713724,-1.142158201533439,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,0.870757653861629,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,0.3048066854739267,1.0,0.8742209733957916,0.0,0.0,1.3656397709400754,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077317,-0.4994353526443309,0.19717585606558208,0.0,-0.35249814411961783,-0.19291022174170488,0.8757040827242002,-0.4098750849311718,0.0,1.0,0.0,7.330437976707366,0,0.0,-0.3085538522177792,0.6577793429155666,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
3443,-0.8473936716475802,-1.142158201533439,-0.2882812255473918,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,0.3048066854739267,1.0,0.575539508771572,0.0,0.0,-0.8537429269514175,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,-0.6992471180036878,0.0,-0.35249814411961783,-0.19291022174170488,-0.9481909083451985,-0.4098750849311718,0.0,0.0,0.0,7.36309567658395,0,0.0,-1.323165700513561,-1.4655447144926068,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3725,-0.8318193170777636,-1.142158201533439,-0.5630959950481244,-0.4090329055057807,-0.4522855472547795,0.870757653861629,-0.20815979745000354,0.0,0.0,1.0,1.0,1.0,-1.6233458438859283,1.0,0.8742209733957916,0.0,0.0,-1.1003410044949167,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,0.6422085382276309,0.0,-0.35249814411961783,-0.19291022174170488,0.9274980598104017,-0.4098750849311718,0.0,0.0,0.0,6.838844546978788,0,0.0,1.4364958647790846,-0.27050691875115385,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
532,0.6532364391050421,0.22844597981053755,0.5066569487359758,-0.4090329055057807,-0.4522855472547795,0.870757653861629,4.804001599973612,0.0,0.0,1.0,1.0,0.0,0.6261654403672359,0.0,-0.35224986210866466,1.0,0.0,-0.052299174935045045,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.286691197821805,-0.4994353526443309,0.3815465386755737,0.0,1.7086180039291816,-0.19291022174170488,1.689064085708745,2.7144585338778366,1.0,0.0,0.0,7.121147439653263,0,0.0,1.3888690931023928,1.0418655115876694,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2349,-0.892724909141857,-1.142158201533439,0.3634999471098826,3.1024408169499162,2.8850357799768194,1.0349457809117233,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,-0.01655206941938245,0.0,-0.35224986210866466,1.0,0.0,-1.1003410044949167,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,-0.4994353526443309,0.15267258784937718,0.0,-0.35249814411961783,-0.19291022174170488,0.9440145299498524,-0.4098750849311718,0.0,0.0,0.0,7.365989924627874,1,6.94429933616275,0.41546995228157263,-0.14358046677928274,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1289,1.6847826851397598,0.7569085196101941,1.474126883699153,1.3682206185558963,1.2163751163610201,1.0878061615764,4.804001599973612,0.0,1.0,1.0,1.0,0.0,1.5902417050471633,1.0,0.1904721284239469,1.0,0.0,0.7491445770813274,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.04475227785703656,-0.4994353526443309,1.0109499034476142,0.0,5.433786419037589,5.192885765685797,2.093659188939002,-0.4098750849311718,0.0,0.0,1.0,7.483913483536871,1,7.0950146248057155,-0.7771813255221486,1.2610848729966735,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2275,-0.8287412611264209,-1.142158201533439,-0.4713042433357022,-0.4090329055057807,-0.4522855472547795,0.870757653861629,4.804001599973612,0.0,0.0,1.0,1.0,0.0,-1.301987088992619,1.0,1.2254000342052265,0.0,0.0,-0.29889725247854426,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,-1.4812331166598594,0.0,-0.35249814411961783,-0.19291022174170488,0.42785574733055975,-0.4098750849311718,0.0,0.0,0.0,7.199215206345183,0,0.0,0.07372242779957622,0.9347618976154198,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
137,-0.7554762925452057,-1.142158201533439,-0.6438616063605086,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,1.5902417050471633,1.0,-0.05356839748444563,0.0,0.0,-0.7304438881796679,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.04475227785703656,-0.4994353526443309,-0.8772601908685073,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,7.656209438311137,0,0.0,-0.6240527271717862,0.3297622759806993,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4811,1.8275034091825846,-1.142158201533439,1.6166204908912118,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,1.0,1.0,0.0,0.0,-1.301987088992619,1.0,-1.2800392329889014,0.0,0.0,1.2423407321683257,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077317,-0.4994353526443309,0.7820759526214177,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,2.971048018276803,1.0,1.0,0.0,8.7530175997275,0,0.0,0.5006297761830268,0.8977181600809104,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
388,0.9869117111660952,0.925739465621341,0.7019461513234684,-0.4090329055057807,-0.4522855472547795,1.1838594825513766,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,-0.3379108243126916,1.0,2.795106185397308,0.0,0.0,-0.11394869432091985,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.286691197821805,-0.4994353526443309,-1.4112994094629658,0.0,-0.35249814411961783,-0.19291022174170488,1.1186468046841305,-0.4098750849311718,0.0,0.0,0.0,6.991682738917423,0,0.0,0.18064850704726432,0.09095039152777538,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3585,-0.899420370685527,-0.7923115881767115,-0.6873249624447525,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.3379108243126916,1.0,0.575539508771572,0.0,0.0,-0.17559821370679465,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077317,-0.4994353526443309,-1.265074385324007,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,7.626160765756177,0,0.0,1.4238466211582663,-1.057820099179239,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2073,-0.9164137535713724,-1.142158201533439,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,0.8026208726224764,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,-1.301987088992619,1.0,0.575539508771572,0.0,0.0,-0.8537429269514175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.286691197821805,-0.4994353526443309,-0.6293134108067944,0.0,-0.35249814411961783,-0.19291022174170488,0.06689941737311185,-0.4098750849311718,0.0,0.0,0.0,6.7499429033218865,0,0.0,-0.1810328166043518,0.9347618976154198,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
364,-0.9164137535713724,-1.142158201533439,-0.678164974841991,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,0.947524195260545,1.0,0.39680545310422244,0.0,0.0,-0.977041965723167,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,2.075797899949888,1.405121707648286,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,7.441484599108417,0,0.0,-1.121542901264867,0.11943817897007437,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4068,-0.8893985167477688,-0.700700926427501,-0.686406426026584,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.9806283340993099,1.0,0.39680545310422244,0.0,0.0,-1.346939082038416,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.1971866421077317,-0.4994353526443309,-0.7946112641812696,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,7.347486538957921,0,0.0,0.1527990210827152,0.9347618976154198,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3544,0.8176867501063887,0.8717966644946264,0.16676277016458446,-0.4090329055057807,-0.4522855472547795,0.8391303743319072,-0.20815979745000354,0.0,1.0,1.0,1.0,0.0,-1.301987088992619,0.0,-0.35224986210866466,0.0,0.0,0.8107940964672022,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.04475227785703656,-0.4994353526443309,0.2671095632624755,0.0,-0.35249814411961783,-0.19291022174170488,0.8757040827242002,-0.4098750849311718,0.0,0.0,0.0,7.289241852818644,0,0.0,-1.1820673764779468,-1.2333401377525213,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2542,-0.8729751849944424,-1.142158201533439,-0.6438616063605086,-0.4090329055057807,-0.4522855472547795,0.759441746621429,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,-0.01655206941938245,1.0,-0.05356839748444563,0.0,0.0,0.00935034445082976,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,0.6867118064438358,0.0,-0.35249814411961783,-0.19291022174170488,1.44294607304887,-0.4098750849311718,0.0,0.0,0.0,7.429016264469656,0,0.0,0.4427576241060292,1.105165540392945,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2135,-0.6988228730480338,-1.142158201533439,-0.633190973963969,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.947524195260545,0.0,-0.05356839748444563,0.0,0.0,0.5025464995378282,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.1971866421077317,-0.4994353526443309,0.4006193679110901,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,1.7950536375515644,1.0,0.0,0.0,7.807977602677227,0,0.0,-1.3827996467037058,-0.37329694478617587,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3992,-0.7839654041812757,-0.92142956398047,-0.6699688480910005,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,-1.9447045987792375,1.0,-0.35224986210866466,0.0,0.0,-0.6687943687937931,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,1.1253559288039623,0.36247370944005736,0.0,-0.35249814411961783,-0.19291022174170488,-1.4805184199790682,-0.4098750849311718,0.0,0.0,0.0,8.08705929543389,0,0.0,-0.2593125250251432,0.9347618976154198,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4533,0.06691680947518683,0.528725713366153,-0.5580325973418448,-0.4090329055057807,1.2163751163610201,0.9236121136219244,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,-0.3379108243126916,1.0,1.2254000342052265,1.0,0.0,-0.7304438881796679,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.286691197821805,-0.4994353526443309,-0.12706224093819637,0.0,-0.35249814411961783,-0.19291022174170488,0.839126395454457,-0.4098750849311718,0.0,0.0,0.0,6.439110725774032,0,0.0,0.743624938421769,1.4071348635285827,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
